md5,path,filename,bytes,relpath,status,batch,sourcefile,sourceline,timestamp
9b00b5dc5aa376bd808d2600d8caaa1c,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903051401/0378.pdf,0378.pdf,3513792,sn84026688/0029602997A/1903051401/0378.pdf,Transfer,alvarez,alvarez.csv,174,
544e1c70a7d39f1404800b2ed1bc8d2c,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903051401/0376.xml,0376.xml,1346339,sn84026688/0029602997A/1903051401/0376.xml,Transfer,alvarez,alvarez.csv,175,
d45f785bccae8d1b99e8ce6466f900fc,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903051401/0377.jp2,0377.jp2,5771384,sn84026688/0029602997A/1903051401/0377.jp2,Transfer,alvarez,alvarez.csv,176,
e199336fb2e9b9997c5502d74b08734e,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903051401/1903051401_1.xml,1903051401_1.xml,26134,sn84026688/0029602997A/1903051401/1903051401_1.xml,Transfer,alvarez,alvarez.csv,177,
a7fe1f7859aaadf8aae0041ceb65f090,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903051401/0378.xml,0378.xml,1004342,sn84026688/0029602997A/1903051401/0378.xml,Transfer,alvarez,alvarez.csv,178,
fcd0f9acac658bfbe63a09977aeebaf0,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903051401/1903051401.xml,1903051401.xml,8866,sn84026688/0029602997A/1903051401/1903051401.xml,Transfer,alvarez,alvarez.csv,179,
75f9121a4913281a3ca7179c9f5c18b8,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903051401/0379.pdf,0379.pdf,4129616,sn84026688/0029602997A/1903051401/0379.pdf,Transfer,alvarez,alvarez.csv,180,
d64cec46c7b06ea72b0b80bf78d27153,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903051401/0379.jp2,0379.jp2,5763916,sn84026688/0029602997A/1903051401/0379.jp2,Transfer,alvarez,alvarez.csv,181,
9da047dbd49cb3ce370b95a06b8946ac,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903051401/0378.jp2,0378.jp2,5768174,sn84026688/0029602997A/1903051401/0378.jp2,Transfer,alvarez,alvarez.csv,182,
9af5a56743143c0c1865fc8403ce3dc9,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903051401/0377.xml,0377.xml,760364,sn84026688/0029602997A/1903051401/0377.xml,Transfer,alvarez,alvarez.csv,183,
da58635c42f6e2b9c382bc7dd11bc1a3,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903051401/0377.pdf,0377.pdf,3192741,sn84026688/0029602997A/1903051401/0377.pdf,Transfer,alvarez,alvarez.csv,184,
1ef71670ebd85d3ee7aa4908443dfece,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903051401/0379.xml,0379.xml,1275241,sn84026688/0029602997A/1903051401/0379.xml,Transfer,alvarez,alvarez.csv,185,
57c7618163048df27d26735df9569d7f,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903051401/0379.tif,0379.tif,46266971,sn84026688/0029602997A/1903051401/0379.tif,Transfer,alvarez,alvarez.csv,186,
f8b910fc1461b5f5226bac2f13d44474,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903051401/0377.tif,0377.tif,46266971,sn84026688/0029602997A/1903051401/0377.tif,Transfer,alvarez,alvarez.csv,187,
13aa3715026ed2d3cda82f531fb4b160,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903051401/0376.pdf,0376.pdf,3743090,sn84026688/0029602997A/1903051401/0376.pdf,Transfer,alvarez,alvarez.csv,188,
85d39464376c6dc5cc2ecee40806d63f,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903010801/0306.xml,0306.xml,1485727,sn84026688/0029602997A/1903010801/0306.xml,Transfer,alvarez,alvarez.csv,189,
90813ee387b5c73b56a2f36d25adcc62,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903010801/0306.pdf,0306.pdf,4169214,sn84026688/0029602997A/1903010801/0306.pdf,Transfer,alvarez,alvarez.csv,190,
2fb9b898767bc72ea24c688341888441,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903010801/0305.jp2,0305.jp2,5780466,sn84026688/0029602997A/1903010801/0305.jp2,Transfer,alvarez,alvarez.csv,191,
dd4d5fcdba4fba8f920c8696b98ee542,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903010801/0304.tif,0304.tif,46325291,sn84026688/0029602997A/1903010801/0304.tif,Transfer,alvarez,alvarez.csv,192,
52cc3269c6438a6f7651ea2465ddaba4,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903010801/0303.pdf,0303.pdf,3865550,sn84026688/0029602997A/1903010801/0303.pdf,Transfer,alvarez,alvarez.csv,193,
fd7dcbc19fb189c69a7c9e3ea18f6aa9,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903010801/0305.tif,0305.tif,46325291,sn84026688/0029602997A/1903010801/0305.tif,Transfer,alvarez,alvarez.csv,194,
484bb1d1833932358cf4bc5c8f0c672f,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903010801/0304.xml,0304.xml,927606,sn84026688/0029602997A/1903010801/0304.xml,Transfer,alvarez,alvarez.csv,195,
b9637a55fbe62282792224c8943bfaad,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903010801/0306.tif,0306.tif,46325291,sn84026688/0029602997A/1903010801/0306.tif,Transfer,alvarez,alvarez.csv,196,
aa82547f7743ee9b4f0f0ddb6673d650,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903010801/0306.jp2,0306.jp2,5775102,sn84026688/0029602997A/1903010801/0306.jp2,Transfer,alvarez,alvarez.csv,197,
824954790d9b570bfd3215e19a297f63,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903010801/0304.pdf,0304.pdf,3741906,sn84026688/0029602997A/1903010801/0304.pdf,Transfer,alvarez,alvarez.csv,198,
d0356cb720e65bd7c2cea653d50c6f59,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903010801/0303.tif,0303.tif,46325291,sn84026688/0029602997A/1903010801/0303.tif,Transfer,alvarez,alvarez.csv,199,
536e58e7762e97e4a08937a78ad8962b,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903010801/0305.pdf,0305.pdf,3575839,sn84026688/0029602997A/1903010801/0305.pdf,Transfer,alvarez,alvarez.csv,200,
407fbdfadb0f66f82b91ca2c35df0251,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903010801/0303.jp2,0303.jp2,5779400,sn84026688/0029602997A/1903010801/0303.jp2,Transfer,alvarez,alvarez.csv,201,
d86889395ff42dd8dab6e59baf19a8fe,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903010801/0304.jp2,0304.jp2,5777501,sn84026688/0029602997A/1903010801/0304.jp2,Transfer,alvarez,alvarez.csv,202,
7423b2d2d5e0b8536ed319ac1aab7862,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903010801/0303.xml,0303.xml,1271840,sn84026688/0029602997A/1903010801/0303.xml,Transfer,alvarez,alvarez.csv,203,
e010010899945bdbe349bc3a3e6ebf10,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903010801/1903010801_1.xml,1903010801_1.xml,26134,sn84026688/0029602997A/1903010801/1903010801_1.xml,Transfer,alvarez,alvarez.csv,204,
039fe0584430d5d572eb9b5ec1aaa03d,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903010801/1903010801.xml,1903010801.xml,8867,sn84026688/0029602997A/1903010801/1903010801.xml,Transfer,alvarez,alvarez.csv,205,
a22c898fcf5692860608551c9ac94fd0,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903010801/0305.xml,0305.xml,974992,sn84026688/0029602997A/1903010801/0305.xml,Transfer,alvarez,alvarez.csv,206,
1296c23530f7c6ac2a8efdc37a0287ae,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1905092801/0871.xml,0871.xml,1357754,sn84026688/0029602997A/1905092801/0871.xml,Transfer,alvarez,alvarez.csv,207,
f0e5293a8db1a8ca15e53c1fad22a483,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1905092801/0873.jp2,0873.jp2,5917101,sn84026688/0029602997A/1905092801/0873.jp2,Transfer,alvarez,alvarez.csv,208,
7b6102149e0447b68544623501a9e674,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1905092801/0872.jp2,0872.jp2,5732809,sn84026688/0029602997A/1905092801/0872.jp2,Transfer,alvarez,alvarez.csv,209,
584631727433f4153e0ce2625386a923,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1905092801/0872.pdf,0872.pdf,3778032,sn84026688/0029602997A/1905092801/0872.pdf,Transfer,alvarez,alvarez.csv,210,
32a1add11c19042d0328685a5de3d2a5,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1905092801/0874.pdf,0874.pdf,4288648,sn84026688/0029602997A/1905092801/0874.pdf,Transfer,alvarez,alvarez.csv,211,
63e754dfcf616adc62185e13223c4a16,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1905092801/0874.jp2,0874.jp2,5908548,sn84026688/0029602997A/1905092801/0874.jp2,Transfer,alvarez,alvarez.csv,212,
b30dc41f2ed05756d19b1d75df303cc2,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1905092801/0871.pdf,0871.pdf,3894994,sn84026688/0029602997A/1905092801/0871.pdf,Transfer,alvarez,alvarez.csv,213,
b99f9913aa83f103b9d796c79f53f998,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1905092801/0874.xml,0874.xml,1324348,sn84026688/0029602997A/1905092801/0874.xml,Transfer,alvarez,alvarez.csv,214,
86c981621f0d633875ee3cb9a538cd42,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1905092801/0873.xml,0873.xml,893939,sn84026688/0029602997A/1905092801/0873.xml,Transfer,alvarez,alvarez.csv,215,
3e1822b8588c846c1c448362a26224c5,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1905092801/0874.tif,0874.tif,47371135,sn84026688/0029602997A/1905092801/0874.tif,Transfer,alvarez,alvarez.csv,216,
c249d2c8e13d366377b6376302c6de7d,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1905092801/0872.tif,0872.tif,45918963,sn84026688/0029602997A/1905092801/0872.tif,Transfer,alvarez,alvarez.csv,217,
f0bfe640a524da2e227ea4cfbeef8747,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1905092801/0872.xml,0872.xml,1051015,sn84026688/0029602997A/1905092801/0872.xml,Transfer,alvarez,alvarez.csv,218,
beb649f7caacd13ed357146178650346,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1905092801/1905092801.xml,1905092801.xml,8867,sn84026688/0029602997A/1905092801/1905092801.xml,Transfer,alvarez,alvarez.csv,219,
1c2681cd7c3e9e64fdbbbff2b84782b6,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1905092801/0871.jp2,0871.jp2,5733136,sn84026688/0029602997A/1905092801/0871.jp2,Transfer,alvarez,alvarez.csv,220,
8a88ea61c0651ef64ba7714d49ef62e8,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1905092801/0873.tif,0873.tif,47441735,sn84026688/0029602997A/1905092801/0873.tif,Transfer,alvarez,alvarez.csv,221,
6c8745039bdd84074e0f1077feb38f75,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1905092801/1905092801_1.xml,1905092801_1.xml,32540,sn84026688/0029602997A/1905092801/1905092801_1.xml,Transfer,alvarez,alvarez.csv,222,
073a61b04c11cf5353f90e09dfadc2a8,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1905092801/0871.tif,0871.tif,45924223,sn84026688/0029602997A/1905092801/0871.tif,Transfer,alvarez,alvarez.csv,223,
0ed850bf03cf92b7dc8b27f6042b47b0,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1905092801/0873.pdf,0873.pdf,3500232,sn84026688/0029602997A/1905092801/0873.pdf,Transfer,alvarez,alvarez.csv,224,
e58f7cc37b661b284e76952d9ae613cb,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902090401/0232.xml,0232.xml,939234,sn84026688/0029602997A/1902090401/0232.xml,Transfer,alvarez,alvarez.csv,225,
8d8cefa18b484958505f103cc4060054,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902090401/0232.tif,0232.tif,46107601,sn84026688/0029602997A/1902090401/0232.tif,Transfer,alvarez,alvarez.csv,226,
36899d9e9aa1b72d532f347800023e17,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902090401/1902090401_1.xml,1902090401_1.xml,26135,sn84026688/0029602997A/1902090401/1902090401_1.xml,Transfer,alvarez,alvarez.csv,227,
2cb71a76c1fd6b0203395bc32b2bd556,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902090401/1902090401.xml,1902090401.xml,8867,sn84026688/0029602997A/1902090401/1902090401.xml,Transfer,alvarez,alvarez.csv,228,
6c306c9594d4e4ead13c22bf4b8576b5,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902090401/0230.pdf,0230.pdf,3692213,sn84026688/0029602997A/1902090401/0230.pdf,Transfer,alvarez,alvarez.csv,229,
127fc1fb7485c78958db720bb5acdbab,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902090401/0233.xml,0233.xml,1453034,sn84026688/0029602997A/1902090401/0233.xml,Transfer,alvarez,alvarez.csv,230,
4a9badb5fdffdd6dade3d86a1ff73c1a,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902090401/0230.jp2,0230.jp2,5750180,sn84026688/0029602997A/1902090401/0230.jp2,Transfer,alvarez,alvarez.csv,231,
dc19f5c1ec704c9421248f77a532346c,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902090401/0231.tif,0231.tif,46107601,sn84026688/0029602997A/1902090401/0231.tif,Transfer,alvarez,alvarez.csv,232,
ff87c3f04629dc4eb60cb64934d85959,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902090401/0232.pdf,0232.pdf,3401379,sn84026688/0029602997A/1902090401/0232.pdf,Transfer,alvarez,alvarez.csv,233,
ae73bf9d67b8bffa439726bceb65d6ac,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902090401/0231.jp2,0231.jp2,5748347,sn84026688/0029602997A/1902090401/0231.jp2,Transfer,alvarez,alvarez.csv,234,
398c02856b03fa79158a513025b020b4,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902090401/0231.pdf,0231.pdf,4008065,sn84026688/0029602997A/1902090401/0231.pdf,Transfer,alvarez,alvarez.csv,235,
f26ecf0150991bebb9bc24e0d4ac712e,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902090401/0232.jp2,0232.jp2,5753169,sn84026688/0029602997A/1902090401/0232.jp2,Transfer,alvarez,alvarez.csv,236,
226d232f4a316019200c16c8c2ff4eae,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902090401/0230.tif,0230.tif,46107601,sn84026688/0029602997A/1902090401/0230.tif,Transfer,alvarez,alvarez.csv,237,
1a19411e877a8b19030914ef368ae2a7,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902090401/0233.tif,0233.tif,46107601,sn84026688/0029602997A/1902090401/0233.tif,Transfer,alvarez,alvarez.csv,238,
77a0b66960faebe8f39438da2cb92b49,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902090401/0233.jp2,0233.jp2,5755448,sn84026688/0029602997A/1902090401/0233.jp2,Transfer,alvarez,alvarez.csv,239,
5b1cc5adbbca7720d700846adb32b35a,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902090401/0233.pdf,0233.pdf,4028707,sn84026688/0029602997A/1902090401/0233.pdf,Transfer,alvarez,alvarez.csv,240,
2c834a7069a5fa8bcfae456a8560448d,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902090401/0231.xml,0231.xml,1125968,sn84026688/0029602997A/1902090401/0231.xml,Transfer,alvarez,alvarez.csv,241,
613834ad380bd113e1046e8ab8e8bb06,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1902090401/0230.xml,0230.xml,1284703,sn84026688/0029602997A/1902090401/0230.xml,Transfer,alvarez,alvarez.csv,242,
a2b24720ab5fc5ac932ac565d0cb4a9b,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903071601/0414.pdf,0414.pdf,3793534,sn84026688/0029602997A/1903071601/0414.pdf,Transfer,alvarez,alvarez.csv,243,
03ba1ea6c282ffb9b41e3141e7076ac7,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903071601/1903071601_1.xml,1903071601_1.xml,26135,sn84026688/0029602997A/1903071601/1903071601_1.xml,Transfer,alvarez,alvarez.csv,244,
2c269dbbc53bf06269947e913ea04326,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903071601/1903071601.xml,1903071601.xml,8867,sn84026688/0029602997A/1903071601/1903071601.xml,Transfer,alvarez,alvarez.csv,245,
09efe43394261151e581c5f08ae51349,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903071601/0415.xml,0415.xml,1434078,sn84026688/0029602997A/1903071601/0415.xml,Transfer,alvarez,alvarez.csv,246,
88e177266a8612b4dacc8adf94edced9,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903071601/0412.pdf,0412.pdf,3487293,sn84026688/0029602997A/1903071601/0412.pdf,Transfer,alvarez,alvarez.csv,247,
b3e6948ac5a33c3f255d9c98f25c08c8,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903071601/0412.xml,0412.xml,1249845,sn84026688/0029602997A/1903071601/0412.xml,Transfer,alvarez,alvarez.csv,248,
7bf39720d9a4b8ba7808d7562e49295c,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903071601/0412.tif,0412.tif,46567095,sn84026688/0029602997A/1903071601/0412.tif,Transfer,alvarez,alvarez.csv,249,
5c94ddadddc426e62c6317d817d2d458,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903071601/0414.tif,0414.tif,46567095,sn84026688/0029602997A/1903071601/0414.tif,Transfer,alvarez,alvarez.csv,250,
988ed6ebb349d6ea2fbd498c9e15b3a1,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903071601/0414.jp2,0414.jp2,5811335,sn84026688/0029602997A/1903071601/0414.jp2,Transfer,alvarez,alvarez.csv,251,
d4e5908202dc4953d0619564ae4067c3,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903071601/0413.jp2,0413.jp2,5803723,sn84026688/0029602997A/1903071601/0413.jp2,Transfer,alvarez,alvarez.csv,252,
c6fdfcf9c04212c38f386814128b858e,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903071601/0413.tif,0413.tif,46567095,sn84026688/0029602997A/1903071601/0413.tif,Transfer,alvarez,alvarez.csv,253,
84994cf6370e413f9d51e1a594e72a64,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903071601/0415.tif,0415.tif,46567095,sn84026688/0029602997A/1903071601/0415.tif,Transfer,alvarez,alvarez.csv,254,
bf68ed42f1045abc45385a23f1bb640f,/libr/archives/paperexport/Historic Maryland Newspaper Project - batch_mdu_alvarez Date 9222015/Newspaper/Archive/batch_mdu_alvarez/sn84026688/0029602997A/1903071601/0415.jp2,0415.jp2,5813446,sn84026688/0029602997A/1903071601/0415.jp2,Transfer,alvarez,alvarez.csv,255,
